contig	S2052
S2052_000000000010_split_00005	214.76364860665078
S2052_000000000010_split_00006	222.4036799837349
S2052_000000000010_split_00007	218.52010403786295
S2052_000000000010_split_00008	215.09992783257155
S2052_000000000010_split_00009	216.69349633251835
S2052_000000000010_split_00010	216.34100845234624
S2052_000000000011_split_00001	219.58972876619936
S2052_000000000011_split_00002	216.26087392765766
S2052_000000000011_split_00003	216.32030103658826
S2052_000000000011_split_00004	220.1721483213955
S2052_000000000011_split_00005	220.48887666849973
S2052_000000000011_split_00006	219.48593251474426
S2052_000000000011_split_00007	218.79046584144382
S2052_000000000011_split_00008	218.07073610366834
S2052_000000000012_split_00001	217.13108803065444
S2052_000000000012_split_00002	209.81661715471307
S2052_000000000012_split_00003	212.45310943503628
S2052_000000000012_split_00004	204.10955350736796
S2052_000000000012_split_00005	216.47059096822153
S2052_000000000012_split_00006	208.07922700538725
S2052_000000000012_split_00007	209.9890896692806
S2052_000000000012_split_00008	211.9417212670575
S2052_000000000013_split_00001	211.73541865142374
S2052_000000000013_split_00002	205.18629092261904
S2052_000000000013_split_00003	217.36756349006788
S2052_000000000013_split_00004	213.59605887479424
S2052_000000000013_split_00005	213.3354317916434
S2052_000000000013_split_00006	217.7640307363097
S2052_000000000014_split_00001	213.55236454145128
S2052_000000000014_split_00002	216.97741966611986
S2052_000000000014_split_00003	216.2543633261887
S2052_000000000014_split_00004	215.71174100192326
S2052_000000000014_split_00005	216.92260413219233
S2052_000000000015_split_00001	212.5405228186746
S2052_000000000015_split_00002	207.99195038268672
S2052_000000000015_split_00003	212.02413748987163
S2052_000000000015_split_00004	216.51180506058446
S2052_000000000016_split_00001	211.98364125402355
S2052_000000000016_split_00002	217.57397850480564
S2052_000000000016_split_00003	214.54868163607566
S2052_000000000016_split_00004	230.08843381238808
S2052_000000000017_split_00001	218.0912726753321
S2052_000000000017_split_00002	215.96338652081545
S2052_000000000017_split_00003	215.5882298381487
S2052_000000000017_split_00004	213.43830280547184
S2052_000000000018_split_00001	235.00098406747892
S2052_000000000018_split_00002	210.6009429280397
S2052_000000000018_split_00003	214.22135912843814
S2052_000000000018_split_00004	218.29668454412482
S2052_000000000019_split_00001	211.64450911318733
S2052_000000000019_split_00002	213.30317407775203
S2052_000000000019_split_00003	214.54489671468863
S2052_000000000020_split_00001	215.38078064540366
S2052_000000000020_split_00002	217.83978710274607
S2052_000000000020_split_00003	220.15392561983472
S2052_000000000021_split_00001	223.8960790242919
S2052_000000000021_split_00002	214.67700621453662
S2052_000000000021_split_00003	218.95007517467056
S2052_000000000022_split_00001	215.07267378513836
S2052_000000000022_split_00002	218.42036377273578
S2052_000000000023_split_00001	210.52256646012393
S2052_000000000023_split_00002	223.5129916853214
S2052_000000000024_split_00001	215.83379346044345
S2052_000000000024_split_00002	217.71177401883176
S2052_000000000025_split_00001	213.1190380155289
S2052_000000000025_split_00002	213.28364071856288
S2052_000000000026_split_00001	219.36175134708157
S2052_000000000027_split_00001	208.48541309144397
S2052_000000000028_split_00001	206.06217790723727
S2052_000000000029_split_00001	214.4525927168988
S2052_000000000030_split_00001	209.43391719745222
S2052_000000000031_split_00001	2163.682446972026
